global_step,timesteps,episodic_return_mean,episodic_return_std,wall_time_s
20000,20000,-1485.5998357395033,963.2677181841684,3.022382974624634
40000,40000,-1085.9558575089952,320.12312446878593,6.304008960723877
60000,60000,-999.1957330214893,481.6581902623197,9.486944913864136
80000,80000,-2463.545266298243,1791.628266274446,12.64503002166748
100000,100000,-2748.278741291716,2079.829096873978,15.938076972961426
