global_step,timesteps,episodic_return_mean,episodic_return_std,wall_time_s
20000,20000,181.4,57.97620201427479,2.773279905319214
40000,40000,467.2,54.45695547861632,5.653088092803955
50000,50000,378.3,74.62311974180656,7.386229991912842
